"full_text","clean_text"
"user_id_str","useridstr"
"1.87654009399091E+018","e"
"1440513062",""
"75077164",""
"1.40334992891132E+018","e"
"64020468",""
"1.4071953980374E+018","e"
"1.84426657413356E+018","e"
"1.69037560389009E+018","e"
"9.75389335775198E+017","e"
"65696226",""
"1.78993691351386E+018","e"
"1.78993691351386E+018","e"
"18129942",""
"1.60355469494451E+018","e"
"9.9458568479816E+017","e"
"2917116386",""
"2283528067",""
"18129942",""
"18129942",""
"925291140",""
"1.60374720628011E+018","e"
"314953890",""
"521536972",""
"521536972",""
"1.61369793273754E+018","e"
"1.81851297668686E+018","e"
"9.84328163210681E+017","e"
"8.24729165433761E+017","e"
"1.68662316336559E+018","e"
"1.14134237259001E+018","e"
"793718012",""
"1.52837338260112E+018","e"
"1.64670533772525E+018","e"
"368860076",""
"1.50270474849106E+018","e"
"379528748",""
"910456423",""
"1142274284",""
"9.40810592071363E+017","e"
"1.5399904375192E+018","e"
"1339383991",""
"925291140",""
"925291140",""
"1.34703155177142E+018","e"
"1.58764323561447E+018","e"
"1.69931124487503E+018","e"
"1.69862402804984E+018","e"
"1.6069166368373E+018","e"
"1.62601417149738E+018","e"
"72231643",""
"1.01169990493305E+018","e"
"1.63165340719397E+018","e"
"11151852",""
"1.76499060719244E+018","e"
"1.11799024980672E+018","e"
"1.7087295274957E+018","e"
"1241449891",""
"1.79069901539655E+018","e"
"1241449891",""
"1.70940412440679E+018","e"
"1.7115779036188E+018","e"
"3233843048",""
"1.60366678856656E+018","e"
"1.70976896188011E+018","e"
"387415857",""
"1.70006810775748E+018","e"
"1.70150069647719E+018","e"
"1.70112568630666E+018","e"
"1.67657997673968E+018","e"
"1.89284335591218E+018","e"
"1.51281702586895E+018","e"
"223800772",""
"1.67647455547137E+018","e"
"1.2962780915856E+018","e"
"247028138",""
"1.70437165769001E+018","e"
"1.70437165769001E+018","e"
"1.70437165769001E+018","e"
"1.70437165769001E+018","e"
"1.70437165769001E+018","e"
"1.09631658964377E+018","e"
"1.60434500130741E+018","e"
"1.71610172626323E+018","e"
"1.51520017031654E+018","e"
"1.79778889383795E+018","e"
"1.12967275365137E+018","e"
"396519070",""
"1.85055897177995E+018","e"
"1.08127119934106E+018","e"
"311312187",""
"1.6816473453758E+018","e"
"1.6816473453758E+018","e"
"1.75487774550537E+018","e"
"1.25953591086287E+018","e"
"1.63067761458637E+018","e"
"57574639",""
"57574639",""
"7.59692754985241E+017","e"
"1.38258842097164E+018","e"
"1.67552919927117E+018","e"
"1.67552919927117E+018","e"
"1.15835581951298E+018","e"
"388190238",""
"1.75506501813007E+018","e"
"69183155",""
"354168059",""
"9.67969138676125E+017","e"
"1.38742613076905E+018","e"
"1310273718",""
"367703334",""
"1.49676768139951E+018","e"
"1.28306531261141E+018","e"
"7.60406047722909E+017","e"
"1605774589",""
"3299331794",""
"1.65576074562229E+018","e"
"18071520",""
"9.53503819844877E+017","e"
"18071520",""
"1.73020770868996E+018","e"
"2803334178",""
"1.77976310330944E+018","e"
"1.78993691351386E+018","e"
"1692792962",""
"67292215",""
"1.75898041275878E+018","e"
"587189716",""
"1.03391977492792E+018","e"
"1.84781991804738E+018","e"
"9.25864278476779E+017","e"
"838033502",""
"1.60408392190535E+018","e"
"1.091173753571E+018","e"
"77654478",""
"558516132",""
"1.63859628201201E+018","e"
"1.70941510242286E+018","e"
"75077164",""
"50586787",""
"2734971967",""
"1.73419961332499E+018","e"
"1.83236248291424E+018","e"
"98280610",""
"1.64638105010767E+018","e"
"1.68440685075694E+018","e"
"1.69745783914354E+018","e"
"1.68153165965571E+018","e"
"1.69239074550705E+018","e"
"1.69239900847049E+018","e"
"1.70145297987714E+018","e"
"1.69346696449952E+018","e"
"1.35686582136926E+018","e"
"1.83380878905486E+018","e"
"99946378",""
"18129942",""
"251101565",""
"1.47834677823152E+018","e"
"88934302",""
"1.68730639327418E+018","e"
"1.87616984672096E+018","e"
"1.08188674927655E+018","e"
"1.83234482382481E+018","e"
"1.14370994669494E+018","e"
"39677695",""
"1.75910537492874E+018","e"
"135413212",""
"23343960",""
"2318789947",""
"223423956",""
"3522129133",""
"553666338",""
"1019026466",""
"1.39782110367908E+018","e"
"164370154",""
"117124138",""
"1.46741367206242E+018","e"
"71555123",""
"1.87943691973574E+018","e"
"358261338",""
"4361900540",""
"1.61405278828742E+018","e"
"1269679398",""
"8.50352032112193E+017","e"
"1.57116139817204E+018","e"
"1.57463355587521E+018","e"
"72763910",""
"1.76886794278634E+018","e"
"9.51341702417072E+017","e"
"1.64040489942188E+018","e"
"1.84270495220622E+018","e"
"1.65940985932509E+018","e"
"18129942",""
"18129942",""
"1.07936338420044E+018","e"
"2492285912",""
"46124989",""
"113672032",""
"1.0375814069798E+018","e"
"49908951",""
"1019026466",""
"890604314",""
"1.60593306145503E+018","e"
"38560333",""
"1.87943691973574E+018","e"
"3222877237",""
"873663181",""
"1.18546024356569E+018","e"
"1.52409108215355E+018","e"
"1.52409108215355E+018","e"
"96918152",""
"1.51529208831713E+018","e"
"1.52542318453875E+018","e"
"9.49525285828833E+017","e"
"58437898",""
"1.84426657413356E+018","e"
"1.60631850298115E+018","e"
"1.84426657413356E+018","e"
"1.29848300396271E+018","e"
"1.50805757345434E+018","e"
"106035510",""
"1.33481904171472E+018","e"
"1.21316874499996E+018","e"
"2869998002",""
"83558780",""
"202579164",""
"1.7420496790374E+018","e"
"1184258744",""
"228630746",""
"1.88016242019652E+018","e"
"1.13211243787064E+018","e"
"140102699",""
"250827966",""
"1.84578294868096E+018","e"
"1.23439393951324E+018","e"
"306561988",""
"1.70941939702109E+018","e"
"1.2486562953112E+018","e"
"1.2486562953112E+018","e"
"1.75653400646691E+018","e"
"96332052",""
"1.70547530357185E+018","e"
"1.08525469718582E+018","e"
"15846381",""
"268621599",""
"615466002",""
"1.33658025149363E+018","e"
"1.43220245862576E+018","e"
"118371948",""
"1.34703155177142E+018","e"
"1.34703155177142E+018","e"
"1.46278880302256E+018","e"
"1.67686437198799E+018","e"
"1.58482885832634E+018","e"
"1.10220948839886E+018","e"
"1.57877927567034E+018","e"
"798811626",""
"301429048",""
"1.06145450817202E+018","e"
"1.78161811225906E+018","e"
"852327811",""
"1.59138293958116E+018","e"
"9.57997845595892E+017","e"
"1.87000972353961E+018","e"
"1.88233803604805E+018","e"
"9.49525285828833E+017","e"
"1.26079842439321E+018","e"
"1.88016242019652E+018","e"
"1.89474622604806E+018","e"
"2458124804",""
"1.68113790276665E+018","e"
"1.16623787329882E+018","e"
"1.12967275365137E+018","e"
"1.79454171691106E+018","e"
"1.76519077919314E+018","e"
"1.63923717391951E+018","e"
"8.30087634709942E+017","e"
"3266910062",""
"3266910062",""
"3032152165",""
"1.2486562953112E+018","e"
"3266910062",""
"3266910062",""
"210047053",""
"59021200",""
"471097767",""
"1407616346",""
"1.57624866360906E+018","e"
"1.54075074253693E+018","e"
"2951322325",""
"1.59260503849232E+018","e"
"7.34750699129425E+017","e"
"1.2486562953112E+018","e"
"1.52712882590122E+018","e"
"7.09721068856953E+017","e"
"7.43859462826425E+017","e"
"1.12183185709864E+018","e"
"1.10330279732633E+018","e"
"1.02815246210278E+018","e"
"1.85998819633733E+018","e"
"1.85998819633733E+018","e"
"1.85998819633733E+018","e"
"1.85998819633733E+018","e"
"1.85998819633733E+018","e"
"1.85998819633733E+018","e"
"1.58171184722882E+018","e"
"1.351686244628E+018","e"
"1.881662851557E+018","e"
"1.29180791558243E+018","e"
"9.2612199112332E+017","e"
"2336485800",""
"1.64317969161508E+018","e"
"4295414300",""
"1.78889700701019E+018","e"
"1.4707508226528E+018","e"
"9.28321041537024E+017","e"
"1.16780314962669E+018","e"
"1.541060230083E+018","e"
"1.74537163083729E+018","e"
"1.50957036052128E+018","e"
"1.33658025149363E+018","e"
"124798254",""
"1.60381937966932E+018","e"
"1.42755218314317E+018","e"
"322379988",""
"345252211",""
"1.23464113607072E+018","e"
"97570999",""
"1.49284645076135E+018","e"
"1.35167281598493E+018","e"
"7.04973718301216E+017","e"
"2273843137",""
"1.16998638449854E+018","e"
"1.21983257651424E+018","e"
"2734971967",""
"1.84685519877986E+018","e"
"1.35731267020711E+018","e"
"1.69963686392832E+018","e"
"1.71158592639534E+018","e"
"1.58701603789504E+018","e"
"60501715",""
"1.58701603789504E+018","e"
"1.58701603789504E+018","e"
"1.70258931100963E+018","e"
"60501715",""
"1.49459835296029E+018","e"
"925291140",""
"1.56230194771709E+018","e"
"1.78338605241122E+018","e"
"1.58275657616289E+018","e"
"1.69173432743089E+018","e"
"1.8446358735032E+018","e"
"325343243",""
"1.68222696177782E+018","e"
"1.26852059339507E+018","e"
"438338522",""
"174525352",""
"1.6035368277258E+018","e"
"238515843",""
"167774647",""
"1.25642619843702E+018","e"
"1.81033477755754E+018","e"
"224431376",""
"224431376",""
"111613798",""
"472923918",""
"1071545084",""
"1.64317969161508E+018","e"
"1.31806921540062E+018","e"
"1.84680652165056E+018","e"
"39964465",""
"1.63794177684894E+018","e"
"8.96677203215175E+017","e"
"1.43231745510009E+018","e"
"112049860",""
"1.0325446536717E+018","e"
"101414334",""
"1.59348404805973E+018","e"
"42585625",""
"18129942",""
"358261338",""
"753553855",""
"58825602",""
"1.35651793188711E+018","e"
"727586294",""
"1.45087304091332E+018","e"
"2273843137",""
"1.78052245244522E+018","e"
"33479309",""
"772051172",""
"1.60921841542379E+018","e"
"1.60593306145503E+018","e"
"1.87943691973574E+018","e"
"1.14471243785941E+018","e"
"1.85630757950237E+018","e"
"45871100",""
"1.89508164319254E+018","e"
"262941731",""
"1.03078955286712E+018","e"
"1.82616868005046E+018","e"
"1.7719617279635E+018","e"
"1.78161811225906E+018","e"
"2766698544",""
"1.78296294366947E+018","e"
"1.70145770128346E+018","e"
"118082519",""
"1.42571012443008E+018","e"
"1.69890625395379E+018","e"
"1.80286122813991E+018","e"
"1.5489942728083E+018","e"
"1.03078955286712E+018","e"
"1.2486562953112E+018","e"
"1.8138433212044E+018","e"
"1.70595058083609E+018","e"
"1.11881874157006E+018","e"
"8.76127474450521E+017","e"
"1.62946362588987E+018","e"
"1.66723321609126E+018","e"
"1.80675855098488E+018","e"
"1.04510008392501E+018","e"
"1.4203194716301E+018","e"
"1.71123002684548E+018","e"
"1.70870580347216E+018","e"
"1.6993326781753E+018","e"
"1.57400341783156E+018","e"
"1.46699590412516E+018","e"
"1019026466",""
"1.78161811225906E+018","e"
"630710364",""
"1.42804933998151E+018","e"
"1.42804933998151E+018","e"
"1.60678600581802E+018","e"
"1.60374720628011E+018","e"
"1.50998479496873E+018","e"
"4178001912",""
"1.25361058801124E+018","e"
"574453228",""
"1.60631378778274E+018","e"
"1.69891104578666E+018","e"
"1.70978363774561E+018","e"
"1.7112219163282E+018","e"
"1.69932627240354E+018","e"
"1.7101852415232E+018","e"
"1.70943235423283E+018","e"
"1.83413325652842E+018","e"
"1.69936350184699E+018","e"
"1.70407104488421E+018","e"
"1.69892087406016E+018","e"
"1.71157872043427E+018","e"
"1.76090663576841E+018","e"
"1.68516649572964E+018","e"
"1.711592142744E+018","e"
"325343243",""
"9.32657813930721E+017","e"
"1.39395336948025E+018","e"
"520146661",""
"361644919",""
"1.83484985336672E+018","e"
"1.48844258547586E+018","e"
"256494663",""
"1.76414022747043E+018","e"
"1.45073321007416E+018","e"
"176733069",""
"90350033",""
"1.80900220835011E+018","e"
"1.69860090467149E+018","e"
"1102519704",""
"1.70146755914773E+018","e"
"1.54646636202061E+018","e"
"1.85044916063565E+018","e"
"1.70144115225858E+018","e"
"1.81348518164032E+018","e"
"1.70253386447075E+018","e"
"1.84674906786462E+018","e"
"1.74497629065312E+018","e"
"1.12958006549733E+018","e"
"1.69713782589923E+018","e"
"1.70870309407333E+018","e"
"1.69963686392832E+018","e"
"45871100",""
"45871100",""
"45871100",""
"45871100",""
"45871100",""
"1.87858531645567E+018","e"
"1135526713",""
"1.84460156524154E+018","e"
"311312187",""
"2799169610",""
"9.67781382096236E+017","e"
"1.70057841998835E+018","e"
"1.88101540450159E+018","e"
"1.15835581951298E+018","e"
"153369068",""
"1.7087244102184E+018","e"
"1.18058676613206E+018","e"
"1.45983615903552E+018","e"
"1.87972035281913E+018","e"
"1.709423271069E+018","e"
"1.61040586413718E+018","e"
"1.61040586413718E+018","e"
"1.48447272714247E+018","e"
"1.07936338420044E+018","e"
"1.70093874226419E+018","e"
"1.61040586413718E+018","e"
"1.60374720628011E+018","e"
"191951600",""
"2968870985",""
"1.70761328389589E+018","e"
"1.43781073429392E+018","e"
"3160817665",""
"1.60373876998251E+018","e"
"1.06254205612224E+018","e"
"1.51775316816308E+018","e"
"3356999757",""
"24893875",""
"24893875",""
"24893875",""
"255987998",""
"1.29013762623462E+018","e"
"55310249",""
"4712518004",""
"1.49733771325905E+018","e"
"1.78161811225906E+018","e"
"7.43982727095947E+017","e"
"1.85630757950237E+018","e"
"1.13430132797296E+018","e"
"59363362",""
"1.32945466182122E+018","e"
"9.86648615899741E+017","e"
"1355632532",""
"64605516",""
"64605516",""
"64605516",""
"1.37108924817087E+018","e"
"178743746",""
"1.88927857300731E+018","e"
"189448262",""
"99256910",""
"18249099",""
"1453261544",""
"64466938",""
"4453048633",""
"576755999",""
"576755999",""
"1.12554862509692E+018","e"
"120336840",""
"1.75429200760499E+018","e"
"315108858",""
"1407616346",""
"2458124804",""
"535491993",""
"358742217",""
"104934163",""
"1.22170306180397E+018","e"
"1.3165515163213E+018","e"
"1869673304",""
"28303809",""
"1.77483067813331E+018","e"
"18129942",""
"1.82275901984679E+018","e"
"1.82275901984679E+018","e"
"916087776",""
"4858988845",""
"574453228",""
"1.80450831955566E+018","e"
"1.17895018460192E+018","e"
"408961340",""
"408961340",""
"1.78024844622788E+018","e"
"1.21117000671035E+018","e"
"1.78161811225906E+018","e"
"1.67557545504551E+018","e"
"56070794",""
"1.65795902151999E+018","e"
"176733069",""
"22440561",""
"1.08877126969516E+018","e"
"1.10217696569018E+018","e"
"143096661",""
"775878200",""
"949032626",""
"3706597332",""
"22440561",""
"1.88537083229132E+018","e"
"8.29197738835329E+017","e"
"22440561",""
"22440561",""
"1.6380577878876E+018","e"
"98034639",""
"1.78443453940811E+018","e"
"43088704",""
"1.88262812452728E+018","e"
"1.56224224379655E+018","e"
"9.70898836452331E+017","e"
"9.70898836452331E+017","e"
"1.42643814020234E+018","e"
"146692776",""
"1.4864167067846E+018","e"
"1.89750587525182E+018","e"
"1.60112209681744E+018","e"
"1.74428032543662E+018","e"
"1.50395713358636E+018","e"
"1.70979042121024E+018","e"
"1.71013400770555E+018","e"
"1.70144289885062E+018","e"
"1.69899111540654E+018","e"
"1.70145770128346E+018","e"
"1.69912457887707E+018","e"
"8.70665658937163E+017","e"
"1.69964209326482E+018","e"
"1.7087295274957E+018","e"
"1.85629583500656E+018","e"
"210047053",""
"812197550",""
"812197550",""
"7.88612217302354E+017","e"
"1.19587036181378E+018","e"
"46614875",""
"42582982",""
"1.82616286912334E+018","e"
"1.61603325582811E+018","e"
"1.75435895581457E+018","e"
"1.64248780691958E+018","e"
"1.58122137310333E+018","e"
"1.74929811353236E+018","e"
"1.58014876865333E+018","e"
"174193809",""
"286460061",""
"1.65089904968665E+018","e"
"1.69241260834179E+018","e"
"1.83231356562747E+018","e"
"1.69854091737504E+018","e"
"1.70366907594228E+018","e"
"1.70259218984562E+018","e"
"1.48696832579222E+018","e"
"1.6974449523584E+018","e"
"1.68482672264943E+018","e"
"1.84349472111476E+018","e"
"1.70365553391453E+018","e"
"1.68338470416116E+018","e"
"1.7021889424462E+018","e"
"1.69971302529147E+018","e"
"1.69745312614258E+018","e"
"1.84348519708774E+018","e"
"1.7036209549021E+018","e"
"1.69459465950144E+018","e"
"1.69601890854389E+018","e"
"1.69352731599587E+018","e"
"1.69933762282354E+018","e"
"1.70222901353894E+018","e"
"1.8259109635326E+018","e"
"1.7971152351592E+018","e"
"190694286",""
"1.68485277717933E+018","e"
"1.84865536853011E+018","e"
"1.69243771635995E+018","e"
"1.69672656246761E+018","e"
"1.69935808710954E+018","e"
"1.70981778461889E+018","e"
"1.7010816570535E+018","e"
"1.70218694894392E+018","e"
"1.69864675456316E+018","e"
"1.70365204940006E+018","e"
"1.69745791608387E+018","e"
"1.69750375295635E+018","e"
"1.70256653590953E+018","e"
"1.68476348498128E+018","e"
"1.69856291804304E+018","e"
"1.70255288838246E+018","e"
"1.69239074550705E+018","e"
"1.69098987361502E+018","e"
"1.70253386447075E+018","e"
"1.709423271069E+018","e"
"1.71747408821266E+018","e"
"1.70181132134239E+018","e"
"1.70145625619473E+018","e"
"1.70940342588325E+018","e"
"1.68225442487666E+018","e"
"1.68195603159174E+018","e"
"1.69459675840656E+018","e"
"1.70108675403466E+018","e"
"1.70904072017325E+018","e"
"1.70257535833854E+018","e"
"1.69672810249871E+018","e"
"1.69931289575316E+018","e"
"1.70217454410945E+018","e"
"1.69639755006309E+018","e"
"1.70145058991237E+018","e"
"1.83050178566204E+018","e"
"1.84314778886936E+018","e"
"1.69944745549299E+018","e"
"1.69745783914354E+018","e"
"1.84174295295321E+018","e"
"1.81597176183563E+018","e"
"1.68696327129806E+018","e"
"1.69164925344848E+018","e"
"1.69491252871395E+018","e"
"1.52890399900435E+018","e"
"1.70261672818501E+018","e"
"1.70407104488421E+018","e"
"1.69894106603938E+018","e"
"1.70905431955809E+018","e"
"1.70009028563893E+018","e"
"1.68703336910706E+018","e"
"1.70183244192803E+018","e"
"1.70181880336427E+018","e"
"1.694934083821E+018","e"
"1.70006823873299E+018","e"
"1.68187404980964E+018","e"
"1.81598762363218E+018","e"
"1.83850699258093E+018","e"
"1.83271403925398E+018","e"
"1.70144187587666E+018","e"
"1.55883304795675E+018","e"
"1.70253207482421E+018","e"
"1.81597403571459E+018","e"
"1.73448589651759E+018","e"
"1.7018421883832E+018","e"
"1.83228213842901E+018","e"
"1.70144904129149E+018","e"
"1.69640897719267E+018","e"
"1.81931054381319E+018","e"
"1.68338378687108E+018","e"
"1.70146788481447E+018","e"
"1.68994146768979E+018","e"
"1.54290925362701E+018","e"
"1.68403916534698E+018","e"
"1.70147682349711E+018","e"
"1.68376493398362E+018","e"
"1.70004393965775E+018","e"
"1.68845397563556E+018","e"
"1.69978611628573E+018","e"
"1.81525443405593E+018","e"
"1.68224215573633E+018","e"
"1.84178349221004E+018","e"
"1.68849513592203E+018","e"
"1.69928306461316E+018","e"
"1.70145999987953E+018","e"
"1.68842968887478E+018","e"
"1.69899808690606E+018","e"
"1.68188222804395E+018","e"
"1.48148861905155E+018","e"
"1.69894353706335E+018","e"
"1.84349675811213E+018","e"
"1.68839445412494E+018","e"
"1.69894318320662E+018","e"
"1.69933244553833E+018","e"
"2868622952",""
"1.68404010971132E+018","e"
"1.70216973149787E+018","e"
"1.69133822941983E+018","e"
"1.70368483348937E+018","e"
"1.84317297592909E+018","e"
"1.74572551718008E+018","e"
"1.68988431233698E+018","e"
"1.68588477629582E+018","e"
"1.68921336872767E+018","e"
"1.54285426704365E+018","e"
"1.6812097355283E+018","e"
"1.68151870912976E+018","e"
"1.68593507538768E+018","e"
"1.70222159667997E+018","e"
"1.68666226870314E+018","e"
"1.67683409806796E+018","e"
"1.68732522270862E+018","e"
"1.6862273557849E+018","e"
"1.68697010809746E+018","e"
"1.81309440852875E+018","e"
"1.84428780065036E+018","e"
"1.68912019644606E+018","e"
"1.68155157683676E+018","e"
"1.69389756740129E+018","e"
"1.68697547251582E+018","e"
"1.70185750013456E+018","e"
"1.54285842262196E+018","e"
"1.6964039592658E+018","e"
"1.70258114282072E+018","e"
"1.70239000098859E+018","e"
"1.68915887082722E+018","e"
"1.81413707617632E+018","e"
"1.702213174161E+018","e"
"1.83230052749509E+018","e"
"1.70238203762848E+018","e"
"1.68444430522479E+018","e"
"1.58383991770395E+018","e"
"1.68662316336559E+018","e"
"1.6949349921185E+018","e"
"1.57797347122912E+018","e"
"1.57823032031459E+018","e"
"1.57829400961285E+018","e"
"1.58445600339475E+018","e"
"1.57831267744914E+018","e"
"1.57722392239886E+018","e"
"1.58516603558155E+018","e"
"1.58263489816623E+018","e"
"1.61312571275989E+018","e"
"1.6938342335535E+018","e"
"1.70181756941681E+018","e"
"1.70253207482421E+018","e"
"1.71013614701866E+018","e"
"1.70260288887765E+018","e"
"1.71160436620408E+018","e"
"1.70255288838246E+018","e"
"1.70259906035043E+018","e"
"1.69644210850753E+018","e"
"1.69463488972608E+018","e"
"1.71018573657682E+018","e"
"1.61273356398379E+018","e"
"1.69898597883128E+018","e"
"1.70361484105814E+018","e"
"1.70111822115029E+018","e"
"1.69693158344881E+018","e"
"1.70941590884078E+018","e"
"1.61271905532E+018","e"
"1.7112372679506E+018","e"
"1.69894808496813E+018","e"
"1.68448274128985E+018","e"
"1.696737853253E+018","e"
"1.57874253550931E+018","e"
"1.7025524968358E+018","e"
"1.69606755523093E+018","e"
"1.70255558694742E+018","e"
"1.61338996123936E+018","e"
"1.80074102430386E+018","e"
"1.58227636677472E+018","e"
"1.61312571275989E+018","e"
"1.57831267744914E+018","e"
"1.62751788287907E+018","e"
"1.58263648646096E+018","e"
"1.62760668864697E+018","e"
"1.58229292896939E+018","e"
"1.57800570146861E+018","e"
"1.62751157068224E+018","e"
"1.58226179243652E+018","e"
"1.58445109480082E+018","e"
"1.57824466808865E+018","e"
"1.58227971422778E+018","e"
"1.58228640706608E+018","e"
"1.83118467152019E+018","e"
"1.61488116101219E+018","e"
"1.61270682594171E+018","e"
"1.69458724007537E+018","e"
"1.70257625656131E+018","e"
"1.68625841348198E+018","e"
"1.69493531018937E+018","e"
"1.69745227635979E+018","e"
"1.61276461086788E+018","e"
"1.71744083000335E+018","e"
"1.69348137029804E+018","e"
"1.84139667577837E+018","e"
"1.69856829217954E+018","e"
"1.70872486376518E+018","e"
"1.68159099907067E+018","e"
"1.68917412694951E+018","e"
"1.70004639846774E+018","e"
"1.70145123034068E+018","e"
"1.81570147394018E+018","e"
"1.68476646034923E+018","e"
"1.69673274870953E+018","e"
"1.68338470416116E+018","e"
"1.69890557687145E+018","e"
"1.69352732507652E+018","e"
"1.68984154127014E+018","e"
"1.68947880908152E+018","e"
"1.83230296034239E+018","e"
"1.68338741858889E+018","e"
"1.7018463862775E+018","e"
"1.7025834352553E+018","e"
"219554412",""
"229366930",""
"871336675",""
"1.5192935552984E+018","e"
"1.36016316817824E+018","e"
"1.63859628201201E+018","e"
"1624610708",""
"99253108",""
"1.15379974301893E+018","e"
"1.28303634498234E+018","e"
"1.58972235406146E+018","e"
"1.60344725804092E+018","e"
"1.29812140382098E+018","e"
"190535830",""
"2899910497",""
"2293604340",""
"1.8183894547986E+018","e"
"1.6250738536671E+018","e"
"148332642",""
"1.19497810202933E+018","e"
"1.7719617279635E+018","e"
"18129942",""
"2734971967",""
"1519065210",""
"1.46389333971601E+018","e"
"1.08621623278366E+018","e"
"1.42399048719984E+018","e"
"9.92735968200347E+017","e"
"1.82533319356812E+018","e"
"21760657",""
"72763910",""
"1150384651",""
"1057048956",""
"278039207",""
"1.84426657413356E+018","e"
"448260081",""
"1.82699046401024E+018","e"
"1.82699046401024E+018","e"
"176733069",""
"1.61648692479302E+018","e"
"772051172",""
"3881488334",""
"1.85177156181836E+018","e"
"1.85177156181836E+018","e"
"1.85177156181836E+018","e"
"1.85177156181836E+018","e"
"1.85177156181836E+018","e"
"1.76239342464341E+018","e"
"1.55854894817203E+018","e"
"9.67015200732856E+017","e"
"1.7572534658801E+018","e"
"473417028",""
"37896129",""
"1.50104971443922E+018","e"
"383143863",""
"1.78161811225906E+018","e"
"1.7269772591255E+018","e"
"1.67133913418998E+018","e"
"8.00312861582994E+017","e"
"191951600",""
"1.24623724456367E+018","e"
"1.84426657413356E+018","e"
"3140862786",""
"53009638",""
"1.84426657413356E+018","e"
"1.52712882590122E+018","e"
"1.35478057972034E+018","e"
"600673907",""
"1.63863602748419E+018","e"
"1.82214029459207E+018","e"
"1.72784639491517E+018","e"
"4864191085",""
"1.17572502854296E+018","e"
"18129942",""
"1.27191882750521E+018","e"
"1.60572747569411E+018","e"
"1.3620179263043E+018","e"
"4678953102",""
"1.34703155177142E+018","e"
"247545041",""
"1.03078955286712E+018","e"
"1.58552121218832E+018","e"
"1.72969909318075E+018","e"
"81058880",""
"1.68839151012615E+018","e"
"1.69644618625185E+018","e"
"1.6822416135135E+018","e"
"1.60657953012645E+018","e"
"142945130",""
"1.68193235972852E+018","e"
"1.6822416135135E+018","e"
"1.83588124123065E+018","e"
"1.69937200122239E+018","e"
"1.6990159509543E+018","e"
"155928815",""
"39677695",""
"58842178",""
"1.69636773133405E+018","e"
"1.84386892715328E+018","e"
"1.70180349552611E+018","e"
"1.69672058633938E+018","e"
"1.7000577020122E+018","e"
"1.61310105864096E+018","e"
"176733069",""
"1.69492971892624E+018","e"
"1.6960256562563E+018","e"
"1.70260341863503E+018","e"
"1.70258699622362E+018","e"
"1.6996943495783E+018","e"
"1.69135139177065E+018","e"
"1.70144171881677E+018","e"
"132606318",""
"132606318",""
"132606318",""
"1.70188468556624E+018","e"
"1.78161811225906E+018","e"
"1.73820991421929E+018","e"
"1.71122680497829E+018","e"
"1.69928770640749E+018","e"
"1.7014407749767E+018","e"
"1.7112315183903E+018","e"
"1.70976503056743E+018","e"
"1.70941773751109E+018","e"
"1.71022080912467E+018","e"
"1.7115779036188E+018","e"
"1.711592142744E+018","e"
"1.70978006603152E+018","e"
"1.84685831011877E+018","e"
"1.709805176625E+018","e"
"1.87873894248237E+018","e"
"1.18267963461105E+018","e"
"1.71160436620408E+018","e"
"1.71779090732672E+018","e"
"1.69964671873075E+018","e"
"1.83995882339583E+018","e"
"2821018616",""
"372863860",""
"9.42773355240766E+017","e"
"1.66500801424667E+018","e"
"9.61772229699673E+017","e"
"1.69932545187189E+018","e"
"2905814730",""
"219690538",""
"1.86211924086793E+018","e"
"7.25974265250466E+017","e"
"1.34889864920442E+018","e"
"119266943",""
"1.89343497931892E+018","e"
"202936253",""
"1.88767235427867E+018","e"
"1.85592506717323E+018","e"
"1.69929500530587E+018","e"
"176733069",""
"9.33198550678114E+017","e"
"1.42643814020234E+018","e"
"1.1971279844921E+018","e"
"53866432",""
"1.84426657413356E+018","e"
"1.59839813322597E+018","e"
"1.84426657413356E+018","e"
"124822005",""
"1.37112049168812E+018","e"
"1.84169102424427E+018","e"
"105640961",""
"1.84117292083361E+018","e"
"75200543",""
"161609845",""
"1.42765605952345E+018","e"
"1.64064161473666E+018","e"
"64310527",""
"1.70729638434768E+018","e"
"1.84426657413356E+018","e"
"871336675",""
"1.84426657413356E+018","e"
"1.42273988353833E+018","e"
"136842285",""
"1.59251176483051E+018","e"
"1.13778551462544E+018","e"
"1.84426657413356E+018","e"
"315133850",""
"1.34898750498512E+018","e"
"54954285",""
"1.84426657413356E+018","e"
"706475526",""
"1.11555990730079E+018","e"
"1.84426657413356E+018","e"
"1.84426657413356E+018","e"
"1.84426657413356E+018","e"
"8.81776365497752E+017","e"
"28052219",""
"2751022879",""
"1.220389301613E+018","e"
"1.69131587870777E+018","e"
"6.99496695629892E+017","e"
"1.56899544627376E+018","e"
"287087124",""
"1.58383991770395E+018","e"
"107566892",""
"1.69242628531278E+018","e"
"75395185",""
"1.5134654467792E+018","e"
"1.1312363174031E+018","e"
"1.14220744638493E+018","e"
"1656906842",""
"1.77234888767374E+018","e"
"1.1551290300241E+018","e"
"1.25259047254915E+018","e"
"1.54187955282928E+018","e"
"282786689",""
"1.19232441213076E+018","e"
"386940247",""
"7.73144754267693E+017","e"
"1.60374720628011E+018","e"
"1.63419501779445E+018","e"
"1.46269076356578E+018","e"
"1.10401521724613E+018","e"
"1.69455504644341E+018","e"
"1.70003480193866E+018","e"
